6476000,403,0.18,-0.9,0.04,0.248583365,45.86542152,-98.64446326,,,,,,
6478513,543,0.28,0.13,0.17,0.368777856,42.9958297,-97.3697806,,,,,,
6481000,1050,0.77,0.56,0.59,0.696891568,44.5819373,-97.01891394,,,,,,
6808500,1707,0.84,0.82,0.83,1.00525375,41.46484261,-95.34097906,,,,,,
6817000,2355,0.81,0.74,0.74,1.279222206,41.17423914,-94.80989703,,,,,,
6819550,237,0.68,0.64,0.64,1.346264494,40.4311111,-94.7722222,,,,,,
6889110,424,0.59,0.51,0.52,1.393487291,39.6095472,-95.9760556,,,,,,
6892350,2832,0.53,0.29,0.34,0.522186783,38.9833375,-94.9646893,,,,,,
6899900,553,0.16,-0.07,0.07,1.974537945,40.45444444,-93.2863889,,,,,,
6900050,537,0.47,0.32,0.33,1.092492559,40.41283399,-93.35750688,,,,,,
6901500,540,0.59,0.4,0.42,0.693247468,40.29056536,-93.1672384,,,,,,
6902000,333,0.28,0.04,0.14,1.425369155,40.28703442,-93.85849305,,,,,,
7144100,3636,0.59,0.48,0.49,0.652550279,38.22063545,-97.66542413,,,,,,
7144780,849,0.9,0.81,0.82,0.226863112,37.90597314,-98.76539087,,,,,,
7288500,183,0.34,0.24,0.25,0.496247678,33.99982689,-90.64261745,,,,,,
8181800,1272,0.63,0.44,0.48,3.341433997,29.5664732,-98.81900697,,,,,,
8188500,784,0.42,0.26,0.28,3.344273187,29.35683743,-98.39263671,,,,,,
8195000,115,0.68,0.64,0.69,0.200256276,29.77219698,-99.72858031,,,,,,
11447650,3091,0.52,0.01,0.32,0.099019284,38.45566389,-121.5016167,,,,,,
11447890,908,0.36,0.08,0.22,0.149075053,38.25769218,-121.5182865,,,,,,
11455350,1418,0.48,0.14,0.28,0.135615089,38.21277778,-121.6691667,,,,,,
11455385,881,0.48,0.35,0.47,0.14595663,38.19395556,-121.6580028,,,,,,
12212050,923,0.9,0.87,0.87,0.239342257,48.9387257,-122.4790532,,,,,,
12213100,592,0.54,0.41,0.42,0.153129781,48.82198279,-122.0596494,,,,,,
12500450,246,0.68,0.47,0.54,0.067619977,46.96155818,-120.8395545,,,,,,
12507573,226,0.36,0.25,0.61,0.219312596,46.2852222,-120.0919944,,,,,,
110588332,465,0.49,0.28,0.32,0.188494078,41.66710556,-70.42362778,,,,,,
164579522,571,-3,-42.97,0,2.09279338,38.9256,-77.32933889,,,,,,
167300055,684,0.11,-0.35,0.02,0.263986418,37.75669444,-77.463,,,,,,
3.7535E+14,2279,0.84,0.75,0.77,0.391431119,37.89713889,-97.4411111,,,,,,
